v4_0,mmm-yy,Time,uk-only,Geography,sic-unofficial,UnofficialStandardIndustrialClassification
85.8511,Nov-00,Nov-00,K02000001,United Kingdom,H,H : Transportation and storage
29.2049,Nov-00,Nov-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
79.7457,Nov-00,Nov-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
14.9841,Nov-00,Nov-00,K02000001,United Kingdom,J,J : Information and communication
74.108,Nov-00,Nov-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
69.5241,Nov-00,Nov-00,K02000001,United Kingdom,C,C : Manufacturing
104.7159,Nov-00,Nov-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
98.2867,Nov-00,Nov-00,K02000001,United Kingdom,B--E,B-E : Production Industries
463.4566,Nov-00,Nov-00,K02000001,United Kingdom,B,B : Mining and quarrying
105.8113,Oct-00,Oct-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
279.6219,Oct-00,Oct-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
68.9897,Oct-00,Oct-00,K02000001,United Kingdom,C,C : Manufacturing
72.1602,Oct-00,Oct-00,K02000001,United Kingdom,A,A : Agriculture
92.0953,Oct-00,Oct-00,K02000001,United Kingdom,F,F : Construction
70.2866,Oct-00,Oct-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
87.844,Oct-00,Oct-00,K02000001,United Kingdom,H,H : Transportation and storage
64.3878,Oct-00,Oct-00,K02000001,United Kingdom,L,L : Real estate activities
29.4625,Oct-00,Oct-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
82.5783,Oct-00,Oct-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
14.9585,Oct-00,Oct-00,K02000001,United Kingdom,J,J : Information and communication
48.7853,Oct-00,Oct-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
73.3931,Oct-00,Oct-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
62.2714,Oct-00,Oct-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
80.197,Oct-00,Oct-00,K02000001,United Kingdom,O,O : Public administration and defence
144.6881,Oct-00,Oct-00,K02000001,United Kingdom,T,T : Activities of Households as employers
81.5563,Oct-00,Oct-00,K02000001,United Kingdom,K,K : Financial and insurance activities
85.1745,Oct-00,Oct-00,K02000001,United Kingdom,S,S : Other Service Activities
80.774,Oct-00,Oct-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
52.2858,Oct-00,Oct-00,K02000001,United Kingdom,N,N : Administrative and support service activities
64.9704,Oct-00,Oct-00,K02000001,United Kingdom,G--T,G-T : Index of Services
96.2393,Oct-00,Oct-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
100.1191,Oct-00,Oct-00,K02000001,United Kingdom,P,P : Education
76.8843,Oct-00,Oct-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
93.1869,Oct-00,Oct-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
97.4159,Oct-00,Oct-00,K02000001,United Kingdom,B--E,B-E : Production Industries
449.4417,Oct-00,Oct-00,K02000001,United Kingdom,B,B : Mining and quarrying
97.3547,Sep-00,Sep-00,K02000001,United Kingdom,B--E,B-E : Production Industries
68.8318,Sep-00,Sep-00,K02000001,United Kingdom,C,C : Manufacturing
105.1541,Sep-00,Sep-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
463.7932,Sep-00,Sep-00,K02000001,United Kingdom,B,B : Mining and quarrying
72.123,Sep-00,Sep-00,K02000001,United Kingdom,A,A : Agriculture
91.2013,Sep-00,Sep-00,K02000001,United Kingdom,F,F : Construction
70.2342,Sep-00,Sep-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
29.7211,Sep-00,Sep-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
80.9826,Sep-00,Sep-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
79.924,Sep-00,Sep-00,K02000001,United Kingdom,O,O : Public administration and defence
72.8361,Sep-00,Sep-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
89.8201,Sep-00,Sep-00,K02000001,United Kingdom,H,H : Transportation and storage
80.2254,Sep-00,Sep-00,K02000001,United Kingdom,K,K : Financial and insurance activities
95.9552,Sep-00,Sep-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
64.2331,Sep-00,Sep-00,K02000001,United Kingdom,L,L : Real estate activities
49.6474,Sep-00,Sep-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
82.47,Sep-00,Sep-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
93.0006,Sep-00,Sep-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
76.3711,Sep-00,Sep-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
64.9574,Sep-00,Sep-00,K02000001,United Kingdom,G--T,G-T : Index of Services
99.7105,Sep-00,Sep-00,K02000001,United Kingdom,P,P : Education
88.9571,Sep-00,Sep-00,K02000001,United Kingdom,S,S : Other Service Activities
147.2894,Sep-00,Sep-00,K02000001,United Kingdom,T,T : Activities of Households as employers
62.0921,Sep-00,Sep-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
14.9821,Sep-00,Sep-00,K02000001,United Kingdom,J,J : Information and communication
51.6494,Sep-00,Sep-00,K02000001,United Kingdom,N,N : Administrative and support service activities
276.8866,Sep-00,Sep-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
97.7381,Aug-00,Aug-00,K02000001,United Kingdom,B--E,B-E : Production Industries
69.1065,Aug-00,Aug-00,K02000001,United Kingdom,C,C : Manufacturing
90.5835,Aug-00,Aug-00,K02000001,United Kingdom,F,F : Construction
71.8501,Aug-00,Aug-00,K02000001,United Kingdom,A,A : Agriculture
145.7725,Aug-00,Aug-00,K02000001,United Kingdom,T,T : Activities of Households as employers
81.7349,Aug-00,Aug-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
14.781,Aug-00,Aug-00,K02000001,United Kingdom,J,J : Information and communication
51.823,Aug-00,Aug-00,K02000001,United Kingdom,N,N : Administrative and support service activities
49.6544,Aug-00,Aug-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
70.3059,Aug-00,Aug-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
79.3923,Aug-00,Aug-00,K02000001,United Kingdom,O,O : Public administration and defence
99.5688,Aug-00,Aug-00,K02000001,United Kingdom,P,P : Education
72.3703,Aug-00,Aug-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
76.3557,Aug-00,Aug-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
95.8217,Aug-00,Aug-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
65.0136,Aug-00,Aug-00,K02000001,United Kingdom,G--T,G-T : Index of Services
29.1309,Aug-00,Aug-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
61.9503,Aug-00,Aug-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
79.9415,Aug-00,Aug-00,K02000001,United Kingdom,K,K : Financial and insurance activities
82.079,Aug-00,Aug-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
63.9636,Aug-00,Aug-00,K02000001,United Kingdom,L,L : Real estate activities
99.2522,Aug-00,Aug-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
87.0157,Aug-00,Aug-00,K02000001,United Kingdom,H,H : Transportation and storage
88.4113,Aug-00,Aug-00,K02000001,United Kingdom,S,S : Other Service Activities
106.017,Aug-00,Aug-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
271.5538,Aug-00,Aug-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
471.9909,Aug-00,Aug-00,K02000001,United Kingdom,B,B : Mining and quarrying
269.5925,Jul-00,Jul-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
68.0984,Jul-00,Jul-00,K02000001,United Kingdom,C,C : Manufacturing
96.6611,Jul-00,Jul-00,K02000001,United Kingdom,B--E,B-E : Production Industries
90.9055,Jul-00,Jul-00,K02000001,United Kingdom,F,F : Construction
71.5542,Jul-00,Jul-00,K02000001,United Kingdom,A,A : Agriculture
69.5802,Jul-00,Jul-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
82.3068,Jul-00,Jul-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
28.3372,Jul-00,Jul-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
80.5221,Jul-00,Jul-00,K02000001,United Kingdom,K,K : Financial and insurance activities
91.4367,Jul-00,Jul-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
62.2397,Jul-00,Jul-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
87.4772,Jul-00,Jul-00,K02000001,United Kingdom,H,H : Transportation and storage
82.0067,Jul-00,Jul-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
64.2862,Jul-00,Jul-00,K02000001,United Kingdom,G--T,G-T : Index of Services
14.0967,Jul-00,Jul-00,K02000001,United Kingdom,J,J : Information and communication
93.792,Jul-00,Jul-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
50.1153,Jul-00,Jul-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
79.4341,Jul-00,Jul-00,K02000001,United Kingdom,O,O : Public administration and defence
72.1241,Jul-00,Jul-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
64.0398,Jul-00,Jul-00,K02000001,United Kingdom,L,L : Real estate activities
99.4452,Jul-00,Jul-00,K02000001,United Kingdom,P,P : Education
76.9522,Jul-00,Jul-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
150.2771,Jul-00,Jul-00,K02000001,United Kingdom,T,T : Activities of Households as employers
92.0644,Jul-00,Jul-00,K02000001,United Kingdom,S,S : Other Service Activities
52.1131,Jul-00,Jul-00,K02000001,United Kingdom,N,N : Administrative and support service activities
105.6552,Jul-00,Jul-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
480.663,Jul-00,Jul-00,K02000001,United Kingdom,B,B : Mining and quarrying
105.9044,Jun-00,Jun-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
68.513,Jun-00,Jun-00,K02000001,United Kingdom,C,C : Manufacturing
70.0728,Jun-00,Jun-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
92.1532,Jun-00,Jun-00,K02000001,United Kingdom,F,F : Construction
94.6919,Jun-00,Jun-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
28.8002,Jun-00,Jun-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
14.7192,Jun-00,Jun-00,K02000001,United Kingdom,J,J : Information and communication
97.9206,Jun-00,Jun-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
84.898,Jun-00,Jun-00,K02000001,United Kingdom,H,H : Transportation and storage
51.1886,Jun-00,Jun-00,K02000001,United Kingdom,N,N : Administrative and support service activities
76.5268,Jun-00,Jun-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
99.3725,Jun-00,Jun-00,K02000001,United Kingdom,P,P : Education
71.9871,Jun-00,Jun-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
155.5783,Jun-00,Jun-00,K02000001,United Kingdom,T,T : Activities of Households as employers
71.3162,Jun-00,Jun-00,K02000001,United Kingdom,A,A : Agriculture
88.5885,Jun-00,Jun-00,K02000001,United Kingdom,S,S : Other Service Activities
62.0044,Jun-00,Jun-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
50.5769,Jun-00,Jun-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
78.9873,Jun-00,Jun-00,K02000001,United Kingdom,O,O : Public administration and defence
64.7281,Jun-00,Jun-00,K02000001,United Kingdom,G--T,G-T : Index of Services
81.8697,Jun-00,Jun-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
80.22,Jun-00,Jun-00,K02000001,United Kingdom,K,K : Financial and insurance activities
63.6797,Jun-00,Jun-00,K02000001,United Kingdom,L,L : Real estate activities
81.4624,Jun-00,Jun-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
97.2982,Jun-00,Jun-00,K02000001,United Kingdom,B--E,B-E : Production Industries
496.1611,Jun-00,Jun-00,K02000001,United Kingdom,B,B : Mining and quarrying
266.3371,Jun-00,Jun-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
477.3148,May-00,May-00,K02000001,United Kingdom,B,B : Mining and quarrying
275.3345,May-00,May-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
102.579,May-00,May-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
68.3703,May-00,May-00,K02000001,United Kingdom,C,C : Manufacturing
69.5875,May-00,May-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
70.8942,May-00,May-00,K02000001,United Kingdom,A,A : Agriculture
93.4058,May-00,May-00,K02000001,United Kingdom,F,F : Construction
84.9823,May-00,May-00,K02000001,United Kingdom,H,H : Transportation and storage
81.7089,May-00,May-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
82.8466,May-00,May-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
50.9066,May-00,May-00,K02000001,United Kingdom,N,N : Administrative and support service activities
155.0378,May-00,May-00,K02000001,United Kingdom,T,T : Activities of Households as employers
61.4982,May-00,May-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
76.3364,May-00,May-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
94.9931,May-00,May-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
79.0246,May-00,May-00,K02000001,United Kingdom,O,O : Public administration and defence
89.0361,May-00,May-00,K02000001,United Kingdom,S,S : Other Service Activities
64.1429,May-00,May-00,K02000001,United Kingdom,G--T,G-T : Index of Services
13.8329,May-00,May-00,K02000001,United Kingdom,J,J : Information and communication
79.6742,May-00,May-00,K02000001,United Kingdom,K,K : Financial and insurance activities
97.9744,May-00,May-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
63.81,May-00,May-00,K02000001,United Kingdom,L,L : Real estate activities
48.8134,May-00,May-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
99.0552,May-00,May-00,K02000001,United Kingdom,P,P : Education
27.7068,May-00,May-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
71.6542,May-00,May-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
96.869,May-00,May-00,K02000001,United Kingdom,B--E,B-E : Production Industries
100.1012,Apr-00,Apr-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
67.8364,Apr-00,Apr-00,K02000001,United Kingdom,C,C : Manufacturing
96.3436,Apr-00,Apr-00,K02000001,United Kingdom,B--E,B-E : Production Industries
94.3754,Apr-00,Apr-00,K02000001,United Kingdom,F,F : Construction
70.3667,Apr-00,Apr-00,K02000001,United Kingdom,A,A : Agriculture
69.0325,Apr-00,Apr-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
92.9188,Apr-00,Apr-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
79.0192,Apr-00,Apr-00,K02000001,United Kingdom,O,O : Public administration and defence
98.8798,Apr-00,Apr-00,K02000001,United Kingdom,P,P : Education
71.0812,Apr-00,Apr-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
63.5032,Apr-00,Apr-00,K02000001,United Kingdom,G--T,G-T : Index of Services
86.1997,Apr-00,Apr-00,K02000001,United Kingdom,H,H : Transportation and storage
13.1825,Apr-00,Apr-00,K02000001,United Kingdom,J,J : Information and communication
89.7603,Apr-00,Apr-00,K02000001,United Kingdom,S,S : Other Service Activities
27.0471,Apr-00,Apr-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
61.322,Apr-00,Apr-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.4679,Apr-00,Apr-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
50.591,Apr-00,Apr-00,K02000001,United Kingdom,N,N : Administrative and support service activities
76.3188,Apr-00,Apr-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
84.5702,Apr-00,Apr-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
146.0847,Apr-00,Apr-00,K02000001,United Kingdom,T,T : Activities of Households as employers
63.7591,Apr-00,Apr-00,K02000001,United Kingdom,L,L : Real estate activities
48.3248,Apr-00,Apr-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
95.0282,Apr-00,Apr-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
79.7351,Apr-00,Apr-00,K02000001,United Kingdom,K,K : Financial and insurance activities
494.7214,Apr-00,Apr-00,K02000001,United Kingdom,B,B : Mining and quarrying
275.4079,Apr-00,Apr-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
67.6123,Mar-00,Mar-00,K02000001,United Kingdom,C,C : Manufacturing
516.9405,Mar-00,Mar-00,K02000001,United Kingdom,B,B : Mining and quarrying
98.0797,Mar-00,Mar-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
95.1651,Mar-00,Mar-00,K02000001,United Kingdom,F,F : Construction
68.7326,Mar-00,Mar-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
69.897,Mar-00,Mar-00,K02000001,United Kingdom,A,A : Agriculture
63.142,Mar-00,Mar-00,K02000001,United Kingdom,G--T,G-T : Index of Services
47.8173,Mar-00,Mar-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
129.1143,Mar-00,Mar-00,K02000001,United Kingdom,T,T : Activities of Households as employers
79.5419,Mar-00,Mar-00,K02000001,United Kingdom,O,O : Public administration and defence
98.8601,Mar-00,Mar-00,K02000001,United Kingdom,P,P : Education
26.8598,Mar-00,Mar-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
85.4329,Mar-00,Mar-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
92.0274,Mar-00,Mar-00,K02000001,United Kingdom,S,S : Other Service Activities
60.3272,Mar-00,Mar-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.5689,Mar-00,Mar-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
64.1246,Mar-00,Mar-00,K02000001,United Kingdom,L,L : Real estate activities
77.7798,Mar-00,Mar-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
13.0115,Mar-00,Mar-00,K02000001,United Kingdom,J,J : Information and communication
93.6713,Mar-00,Mar-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
70.4972,Mar-00,Mar-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
77.9584,Mar-00,Mar-00,K02000001,United Kingdom,K,K : Financial and insurance activities
45.6327,Mar-00,Mar-00,K02000001,United Kingdom,N,N : Administrative and support service activities
95.7576,Mar-00,Mar-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
86.3838,Mar-00,Mar-00,K02000001,United Kingdom,H,H : Transportation and storage
96.0873,Mar-00,Mar-00,K02000001,United Kingdom,B--E,B-E : Production Industries
267.5793,Mar-00,Mar-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
525.6267,Feb-00,Feb-00,K02000001,United Kingdom,B,B : Mining and quarrying
265.4233,Feb-00,Feb-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
67.6102,Feb-00,Feb-00,K02000001,United Kingdom,C,C : Manufacturing
95.2228,Feb-00,Feb-00,K02000001,United Kingdom,F,F : Construction
69.326,Feb-00,Feb-00,K02000001,United Kingdom,A,A : Agriculture
69.0804,Feb-00,Feb-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
50.7853,Feb-00,Feb-00,K02000001,United Kingdom,N,N : Administrative and support service activities
98.8615,Feb-00,Feb-00,K02000001,United Kingdom,P,P : Education
94.1045,Feb-00,Feb-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
12.6477,Feb-00,Feb-00,K02000001,United Kingdom,J,J : Information and communication
64.4813,Feb-00,Feb-00,K02000001,United Kingdom,L,L : Real estate activities
61.2778,Feb-00,Feb-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.5425,Feb-00,Feb-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
46.6984,Feb-00,Feb-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
78.1367,Feb-00,Feb-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
79.8024,Feb-00,Feb-00,K02000001,United Kingdom,O,O : Public administration and defence
70.0145,Feb-00,Feb-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
63.5488,Feb-00,Feb-00,K02000001,United Kingdom,G--T,G-T : Index of Services
96.1337,Feb-00,Feb-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
86.1252,Feb-00,Feb-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
79.7384,Feb-00,Feb-00,K02000001,United Kingdom,K,K : Financial and insurance activities
93.0731,Feb-00,Feb-00,K02000001,United Kingdom,S,S : Other Service Activities
123.5478,Feb-00,Feb-00,K02000001,United Kingdom,T,T : Activities of Households as employers
26.7095,Feb-00,Feb-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
88.8172,Feb-00,Feb-00,K02000001,United Kingdom,H,H : Transportation and storage
96.257,Feb-00,Feb-00,K02000001,United Kingdom,B--E,B-E : Production Industries
99.677,Feb-00,Feb-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
95.5623,Jan-00,Jan-00,K02000001,United Kingdom,B--E,B-E : Production Industries
519.4107,Jan-00,Jan-00,K02000001,United Kingdom,B,B : Mining and quarrying
66.6435,Jan-00,Jan-00,K02000001,United Kingdom,C,C : Manufacturing
103.7677,Jan-00,Jan-00,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
68.8225,Jan-00,Jan-00,K02000001,United Kingdom,A,A : Agriculture
94.824,Jan-00,Jan-00,K02000001,United Kingdom,F,F : Construction
69.1713,Jan-00,Jan-00,K02000001,United Kingdom,A--T,A-T : Monthly GDP
47.699,Jan-00,Jan-00,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
86.7306,Jan-00,Jan-00,K02000001,United Kingdom,I,I : Accommodation and food service activities
54.6406,Jan-00,Jan-00,K02000001,United Kingdom,N,N : Administrative and support service activities
69.7842,Jan-00,Jan-00,K02000001,United Kingdom,Q,Q : Human health and social work activities
88.789,Jan-00,Jan-00,K02000001,United Kingdom,H,H : Transportation and storage
92.5884,Jan-00,Jan-00,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
26.0839,Jan-00,Jan-00,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
127.5269,Jan-00,Jan-00,K02000001,United Kingdom,T,T : Activities of Households as employers
64.4031,Jan-00,Jan-00,K02000001,United Kingdom,L,L : Real estate activities
91.1698,Jan-00,Jan-00,K02000001,United Kingdom,S,S : Other Service Activities
62.9393,Jan-00,Jan-00,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
81.4775,Jan-00,Jan-00,K02000001,United Kingdom,O--T,O-T : Government and Other Services
94.1316,Jan-00,Jan-00,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
99.2175,Jan-00,Jan-00,K02000001,United Kingdom,P,P : Education
63.808,Jan-00,Jan-00,K02000001,United Kingdom,G--T,G-T : Index of Services
84.8409,Jan-00,Jan-00,K02000001,United Kingdom,K,K : Financial and insurance activities
79.9091,Jan-00,Jan-00,K02000001,United Kingdom,O,O : Public administration and defence
78.3818,Jan-00,Jan-00,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
12.1439,Jan-00,Jan-00,K02000001,United Kingdom,J,J : Information and communication
275.6245,Jan-00,Jan-00,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
100.4043,Dec-99,Dec-99,K02000001,United Kingdom,E,"E : Water supply, sewerage and waste management"
521.3784,Dec-99,Dec-99,K02000001,United Kingdom,B,B : Mining and quarrying
94.6598,Dec-99,Dec-99,K02000001,United Kingdom,B--E,B-E : Production Industries
65.9627,Dec-99,Dec-99,K02000001,United Kingdom,C,C : Manufacturing
68.262,Dec-99,Dec-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
93.8391,Dec-99,Dec-99,K02000001,United Kingdom,F,F : Construction
68.0709,Dec-99,Dec-99,K02000001,United Kingdom,A,A : Agriculture
64.7887,Dec-99,Dec-99,K02000001,United Kingdom,L,L : Real estate activities
48.3912,Dec-99,Dec-99,K02000001,United Kingdom,M,"M : Professional, scientific and technical activities"
25.2363,Dec-99,Dec-99,K02000001,United Kingdom,H-and-J,"H & J : Transport, Storage and Communications"
84.1599,Dec-99,Dec-99,K02000001,United Kingdom,S,S : Other Service Activities
85.5674,Dec-99,Dec-99,K02000001,United Kingdom,H,H : Transportation and storage
11.7745,Dec-99,Dec-99,K02000001,United Kingdom,J,J : Information and communication
62.8943,Dec-99,Dec-99,K02000001,United Kingdom,G--T,G-T : Index of Services
81.0193,Dec-99,Dec-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
99.2344,Dec-99,Dec-99,K02000001,United Kingdom,P,P : Education
93.8324,Dec-99,Dec-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
91.9532,Dec-99,Dec-99,K02000001,United Kingdom,G-and-I,"G & I : Distribution, Hotels and Restaurants"
133.8472,Dec-99,Dec-99,K02000001,United Kingdom,T,T : Activities of Households as employers
84.6319,Dec-99,Dec-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
79.0188,Dec-99,Dec-99,K02000001,United Kingdom,K,K : Financial and insurance activities
69.6911,Dec-99,Dec-99,K02000001,United Kingdom,Q,Q : Human health and social work activities
61.8979,Dec-99,Dec-99,K02000001,United Kingdom,K--N,K-N : Business Services and Finance
52.126,Dec-99,Dec-99,K02000001,United Kingdom,N,N : Administrative and support service activities
77.4195,Dec-99,Dec-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
80.2699,Dec-99,Dec-99,K02000001,United Kingdom,O,O : Public administration and defence
278.8738,Dec-99,Dec-99,K02000001,United Kingdom,D,"D : Electricity, gas steam and air conditioning"
95.943,Nov-99,Nov-99,K02000001,United Kingdom,B--E,B-E : Production Industries
537.0834,Nov-99,Nov-99,K02000001,United Kingdom,B,B : Mining and quarrying
66.7898,Nov-99,Nov-99,K02000001,United Kingdom,C,C : Manufacturing
68.3778,Nov-99,Nov-99,K02000001,United Kingdom,A--T,A-T : Monthly GDP
93.5468,Nov-99,Nov-99,K02000001,United Kingdom,F,F : Construction
67.7036,Nov-99,Nov-99,K02000001,United Kingdom,A,A : Agriculture
83.1497,Nov-99,Nov-99,K02000001,United Kingdom,S,S : Other Service Activities
99.4182,Nov-99,Nov-99,K02000001,United Kingdom,P,P : Education
76.8765,Nov-99,Nov-99,K02000001,United Kingdom,R,"R : Arts, Entertainment and Recreation"
81.1131,Nov-99,Nov-99,K02000001,United Kingdom,O--T,O-T : Government and Other Services
84.5883,Nov-99,Nov-99,K02000001,United Kingdom,H,H : Transportation and storage
84.3837,Nov-99,Nov-99,K02000001,United Kingdom,I,I : Accommodation and food service activities
92.0293,Nov-99,Nov-99,K02000001,United Kingdom,G,"G : Wholesale, retail and motor trade"
